index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes
702,tm62210,Rurouni Kenshin Part I: Origins,MOVIE,"Former legendary assassin Kenshin Himura has now become a wandering samurai. Offering aid & protecting those in need as atonement for his past deeds. During this time Kenshin Himura comes across and aides Kaoru Kamiya (Emi Takei). Her father opened the Kamiya Kasshin-ryu, a kendo school located in Tokyo and Kaoru is now an instructor there. Kaoru then invites Kenshin to stay at her dojo. Their relationship develops further, but Kenshin is still haunted by his violent past...",2012,PG-13,134,tt1979319,7.4,25793.0
703,tm167232,Unknown,MOVIE,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",2011,PG-13,113,tt1401152,6.8,259696.0
704,ts34151,TIGER & BUNNY,SHOW,"In an alternate New York City protected by a band of superheroes called NEXT, veteran Wild Tiger is forced to team up with rookie Barnaby Brooks Jr.",2011,TV-14,26,tt2061527,7.3,998.0
705,ts11151,Fate/Zero,SHOW,"War of the Holy Grail - Pursuing the power of the ""Holy Grail"" which grants a miracle, this is a contest in which seven magi summon seven Heroic Spirits to compete for it. In that battle whose conclusion was postponed three times, now, the fourth war commenced again. Entrusting their dearest wish of victory, the magi joined the battleground called ""Fuyuki"", but amongst them, there was a man who was always alone, and could not find out the meaning behind his fights. His name was Kotomine Kirei. Not comprehending the guidance of fate, Kirei was lost, and had kept questioning. Why someone like his was given the Command Seals. However, the fate of his fights crossed Kirei's path with a nemesis by chance. That person is - Emiya Kiritsugu. A man who was sterner than anyone else, more merciless than anyone else, and who sought the miracle of the Holy Grail. ",2011,TV-MA,25,tt2051178,8.199999999999998,12568.0
706,tm173195,The Rite,MOVIE,"Seminary student Michael Kovak reluctantly attends exorcism school at the Vatican. While heâ€™s in Rome, Michael meets an unorthodox priest who introduces him to the darker side of his faith, uncovering the devilâ€™s reach even to one of the holiest places on Earth.",2011,PG-13,114,tt1161864,6.0,96915.0
707,ts9246,Blue Exorcist,SHOW,"Humans live in the world of Assiah, demons in Gehenna. The two dimensions are not meant to interfere with each other, but demons still possess creatures in Assiah in spite of this. The humans who can fight these demons are known as exorcists. Rin Okumura is a boy who bears the curse of being Satan's illegitimate son. His foster father sacrificed himself to save him from demons. To avenge his foster father's death as well as to prove himself, Rin decides to follow the path of an exorcist and defeat his own father, Satan. To hone his raw skills, Rin enters True Cross Academy to train with other exorcist candidates.",2011,TV-14,24,tt1799631,7.5,12741.0
708,ts19779,Barbie: Life in the Dreamhouse,SHOW,"The series is set as a reality TV-esque show following Barbie, her sisters and her friends in the day-to-day activities that take place in the Dreamhouse and surrounding areas. Much of the humor in the show derives from parodying and lampooning both the traditional reality TV format and the Barbie franchise itself.",2012,TV-Y,6,tt2644032,7.3,1806.0
709,tm175346,Mean Girls 2,MOVIE,"After a clique of girls makes life difficult, a new student forms a rival group to take control of the school's corridors.",2011,PG-13,96,tt1679235,4.1,23287.0
710,tm160371,A Very Harold & Kumar Christmas,MOVIE,"Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn.",2011,R,108,tt1268799,6.2,69241.0
711,ts7708,anohana: The Flower We Saw That Day,SHOW,"When Yadomi Jinta was a child, he was a central piece in a group of close friends. In time, however, these childhood friends drifted apart, and when they became high school students, they had long ceased to think of each other as friends.

One of the friends from that group, Honma Meiko, now has a wish she asks Jinta to fulfil. The problem is, she can't remember what her wish is anymore. As Meiko won't cease to bother Jinta about it, he gives in and decides to try to grant this wish he knows nothing of; for that, however, the help of his other former friends, now all very estranged from himself and from each other, may turn out to be necessary. He hasn't spoken to Anjou Naruko, Matsuyuki Atsumu, Tsurumi Chiriko, or Hisakawa Tetsudou in a long time; as he struggles to grant Meiko's wish and gathers his old friends together in the process, all the old feelings that still exist between them and have long been stashed away are bound to come up again.",2011,TV-PG,23,tt1913273,8.199999999999998,12682.0
712,ts27586,Magi,SHOW,"This story is about the flow of fate and the battle to keep the world on the right path. Aladdin is a boy who has set out to explore the world after being trapped in a room for most of his life. His best friend is a flute with a djinn in it named Ugo. Soon enough, Aladdin discovers he is a Magi, a magician who chooses kings, and he was born to choose kings who will follow the righteous path, battling against those who want to destroy fate. Follow his adventures as he meets others from 1001 Arabian Nights, like Ali Baba and Sinbad, and fights to keep the balance of world in check!",2012,TV-14,24,tt2425098,7.8,3899.0
713,ts18551,Cuckoo,SHOW,"Cuckoo is every parent's worst nightmare - a slacker full of outlandish, New Age ideas. Ken is the over-protective father of a girl who's impulsively married an American hippie on her gap year.",2012,TV-14,27,tt2329333,5.9,20.0
715,tm174256,Red Riding Hood,MOVIE,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man â€“ who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",2011,PG-13,100,tt1486185,5.4,111483.0
716,ts34740,My Babysitter's a Vampire,SHOW,"Ethan, Benny and fledgling vampire Sarah battle zombies, demons and the other supernatural beasties that regularly threaten their school.",2011,TV-PG,22,tt1727434,6.9,4367.0
717,ts22249,Kuroko's Basketball,SHOW,"In the story, Kagami Taiga has just enrolled into Seirin High School when he meets Kuroko Tetsuya of the school's basketball team. Kuroko happens to be the shadowy sixth member of the legendary Generation of Miracles basketball team. Together, Kagami and Kuroko aim to take their team to the inter-high school championship - against Kuroko's former teammates.",2012,TV-14,24,tt2348803,8.3,8052.0
718,tm165995,New Year's Eve,MOVIE,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,2011,PG-13,113,tt1598822,5.6,85658.0
719,tm168921,The Smurfs,MOVIE,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",2011,PG,103,tt0472181,5.4,89316.0
720,tm178323,Jack and Jill,MOVIE,"Jack Sadelstein, a successful advertising executive in Los Angeles with a beautiful wife and kids, dreads one event each year: the Thanksgiving visit of his twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.",2011,PG,91,tt0810913,3.3,83727.0
721,tm106278,Everything Must Go,MOVIE,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",2011,R,97,tt1531663,6.4,50431.0
722,ts36647,Rita,SHOW,"Independent, outspoken and adored by her students, private school teacher Rita fares less well with adults.",2012,TV-MA,40,tt1973692,8.1,8718.0
724,ts34921,Wolverine,SHOW,"Wolverine is a mutant, possessing animal-keen senses, enhanced physical capabilities, three retracting bone claws on each hand and a healing factor that allows him to recover from virtually any wound, disease or toxin at a accelerated rate.",2011,TV-14,24,tt1847521,6.2,1458.0
725,tm59590,One Piece Film: Z,MOVIE,"Zephyr, now known as Z, rides the seas with only one goal: Destroy all pirates and their dreams at becoming King of Pirates. When Luffy and his crew encounter him at sea, not only are they utterly defeated by the man with an arm made of Seastone, Nami, Robin, and Chopper are turned 10 years younger due to Z's minion Ain. Luffy is so determined to win against him that he does not even notice Z's master plan that could sacrifice thousands of lives.",2012,PG-13,108,tt2375379,7.8,7002.0
726,ts35426,LEGO City,SHOW,The robbers escape from their cells and are up to no good â€“ their adventures are funny and entertaining. The city police are put to the test. Will our heroes catch the robber? See the Lego City characters and the trusted city police dog come together to help put them back behind bars.,2011,TV-G,4,tt7530250,5.0,37.0
727,tm174683,Arthur Christmas,MOVIE,"Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed â€˜acceptableâ€™ to all but oneâ€”Arthur. Arthur Claus is Santaâ€™s misfit son who executes an unauthorised rookie mission to get the last present half way around the globe before dawn on Christmas morning.",2011,PG,97,tt1430607,7.1,58296.0
728,ts27835,MeatEater,SHOW,"Hunter, author, cook and conservationist Steven Rinella treks into the world's most remote, beautiful regions, bringing game meat from field to table.",2012,TV-14,22,tt2169245,7.5,1462.0
731,ts45996,Outback Truckers,SHOW,"Jump in the cab with some of the men and women behind the wheel of monster road trains and reveals what life is really like on the wide-open road. Highly dramatic, often humorous, Outback Truckers reveals the true blue heart and soul of Aussie trucking.",2012,TV-14,44,tt5632186,7.4,264.0
732,ts55532,LEGO Friends,SHOW,Five Best Friends Go on Many Fun Lego adventures.,2012,TV-Y,16,tt9148446,7.6,16.0
733,tm69386,Quartet,MOVIE,"The directorial debut of Dustin Hoffman, Quartet is a high-drama comedy about temperamental divas and old grudges, passion and pride, romance and Rigoletto. At a home for retired musicians, the annual concert to celebrate Verdi's birthday is disrupted by the arrival of Jean, an eternal diva and former wife of one of the residents. Expect poignancy and plenty of laughs.",2012,PG-13,98,tt1441951,6.8,20194.0
734,tm38064,Berserk: The Golden Age Arc II - The Battle for Doldrey,MOVIE,"The Band of the Hawk participates in the Midland war campaign. On the bloody battlefield, they conquer decisive victories that lead them to Doldrey, an old fortress that will decide the outcome of the war.",2012,R,80,tt2358911,7.7,10257.0
735,ts34737,La Reina del Sur,SHOW,"After years of blood, sweat and tears, a woman of humble origin ends up becoming a drug trafficking legend, with all that that means...",2011,TV-MA,42,tt1704637,8.0,2445.0
736,ts21081,Pablo Escobar: The Drug Lord,SHOW,"Pablo is a man with a natural ability for business. Early in his life, Pablo is introduced to the business of cocaine and the power it yields. A young life of crime lands Pablo in and out of jail as he builds is criminal empire. Pablo expands his power through politics but it is not long before his conflicts as a Congressman and a drug lord collide. Pablo has his enemies executed, but not before the United States activates its own war on the Medellin cartel.",2012,TV-14,44,tt2187850,8.4,4923.0
737,tm28171,Bill Burr: You People Are All The Same,MOVIE,"Taking the stage in Washington, D.C., funnyman Bill Burr brings his stinging brand of humor to the spotlight, uncorking a profanity-laced, incisive routine that pokes fun at plastic surgery, reality TV, gold diggers and more.",2012,R,68,tt2290153,8.199999999999998,7370.0
738,tm161904,Bully,MOVIE,"This year, over 5 million American kids will be bullied at school, online, on the bus, at home, through their cell phones and on the streets of their towns, making it the most common form of violence young people in this country experience. The Bully Project is the first feature documentary film to show how we've all been affected by bullying, whether we've been victims, perpetrators or stood silent witness. The world we inhabit as adults begins on the playground. The Bully Project opens on the first day of school. For the more than 5 million kids who'll be bullied this year in the United States, it's a day filled with more anxiety and foreboding than excitement. As the sun rises and school busses across the country overflow with backpacks, brass instruments and the rambunctious sounds of raging hormones, this is a ride into the unknown.",2011,PG-13,92,tt1682181,7.4,10266.0
742,tm160361,A Princess for Christmas,MOVIE,"After her sister and brother-in-law's tragic death, an American woman who is the guardian for her young niece and nephew is invited to a royal European castle for Christmas by her late brother-in-law's father, the Duke of Castlebury. Feeling out of place as a commoner, she is determined to give her family a merry Christmas and surprises herself when she falls for a handsome prince.",2011,PG,89,tt1083448,6.3,8222.0
743,tm34331,Middle of Nowhere,MOVIE,"When her husband is sentenced to eight years in prison, Ruby drops out of medical school in order to focus on her husband's well-being while he's incarcerated - leading her on a journey of self-discovery in the process.",2012,R,101,tt1211890,6.5,1818.0
744,tm182125,Zindagi Na Milegi Dobara,MOVIE,"Three friends who were inseparable in childhood decide to go on a three-week-long bachelor road trip to Spain, in order to re-establish their bond and explore thrilling adventures, before one of them gets married. What will they learn of themselves and each other during the adventure?",2011,PG,166,tt1562872,8.1,75801.0
745,tm183547,Escape from Planet Earth,MOVIE,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,2012,PG,89,tt0765446,5.8,25639.0
747,tm174190,Undefeated,MOVIE,"Set against the backdrop of a high school football season, Dan Lindsay and T.J. Martinâ€™s documentary UNDEFEATED is an intimate chronicle of three underprivileged student-athletes from inner-city Memphis and the volunteer coach trying to help them beat the odds on and off the field.  For players and coaches alike, the season will be not only about winning games â€” it will be about how they grapple with the unforeseeable events that are part of football and part of life.",2011,PG-13,113,tt1860355,7.7,7051.0
749,ts81858,Larva,SHOW,Two curious worms spend their days investigating the otherworldly objects that fall through the grate into their subterranean world.,2011,TV-G,2,tt6966158,7.1,582.0
750,ts158608,The Ultimate Braai Master,SHOW,A South African team competition on open fire cooking.,2012,TV-PG,45,tt3264864,8.199999999999998,31.0
751,ts215037,Minecraft: Story Mode,SHOW,"MInecraft: Story Mode is an interactive, animated TV series from Netflix and Telltale Games. Viewers input decisions that affect the course of the story, using a remote control or computer keyboard.",2011,TV-PG,62,tt10498322,5.5,300.0
752,tm68436,Barfi!,MOVIE,"He is cute. He's shrewd. The girls love him. The cops hate him. He can't speak but is always talked about. His naughty antics will make you scream, but he will never listen. Cos he can't! Next summer ride a rollercoaster of emotions with Barfii - the Chalu Chaplin!",2012,G,151,tt2082197,8.1,80643.0
753,ts39093,EastSiders,SHOW,"What happens after the world ends?  This show explores the aftermath of infidelity on a gay couple in Silver Lake, CA.",2012,TV-MA,22,tt2558816,6.8,2723.0
754,ts26776,Smile PreCure!,SHOW,"Candy, a fairy from MÃ¤rchenland follows the shining light that leads to the five legendary PreCure warriors in order to fight Bad End Kingdom villains who are trying to vanquish the entire world to the â€œWorst Ending.",2012,TV-Y7,22,tt2230557,6.1,388.0
757,ts33349,Robocar Poli,SHOW,"Cartoon showing toddlers important life lessons while teaching them that police, fire, and rescue are good people and just want to help others. Cars transform during the show to be useful and help others.",2011,TV-Y,14,tt4763642,5.8,125.0
758,tm31739,Joan Rivers: Don't Start with Me,MOVIE,"Grow up, check your sensitivity at the door and feel the comedic wrath of entertainment icon Joan Rivers. In this brand new live stand-up event Joan goes to great lengths to take on everyone with her trademark wit. With her infectious energy Joan owns the stage from start to finish, leaving the audience in stitches as everything and everybody who's somebody are fair game",2012,R,68,tt2519318,6.6,408.0
760,tm177044,Naruto Shippuden the Movie: Blood Prison,MOVIE,"After his capture for attempted assassination of the Raikage, leader of Kumogakure, as well as killing JÅnin from Kirigakure and Iwagakure, Naruto is imprisoned in HÅzukijou: A criminal containment facility known as the Blood Prison. Mui, the castle master, uses the ultimate imprisonment technique to steal power from the prisoners, which is when Naruto notices his life has been targeted. Thus begins the battle to uncover the truth behind the mysterious murders and prove Naruto's innocence.",2011,PG-13,108,tt1999167,7.1,5021.0
762,ts191698,Little Baby Bum,SHOW,"Little Baby Bum is a fun and educational show for kids featuring classic and new nursery rhymes. With her friends and family, 6 year old Mia experiences the world around her through song and sometimes a bit of magic, too.",2011,TV-Y,5,tt10051854,6.4,94.0
763,tm54780,Tiger & Bunny: The Beginning,MOVIE,"Set on an alternative Earth, Superheroes are celebrities and a high rating TV show rates their achievements, awarding them points until an annual King of Heroes is crowned. Old-school hero Wild Tiger is assigned a new partner with very different views on the heroes role in society but soon a vigilante criminal presents them with a serious problem.",2012,PG,88,tt2507174,6.7,216.0
765,tm177958,Pyaar Ka Punchnama,MOVIE,Nishant starts dating Charu while his roommates Rajat and Vikrant already have girlfriends in Neha and Rhea respectively. Trouble starts when the guys feel that their girlfriends are dominating them.,2011,PG-13,149,tt1926313,7.7,21204.0
766,tm40860,Big Time Movie,MOVIE,"In Big Time Movie, the guys must tap their inner spy as their adventure finds them driving exotic cars and jumping out of helicopters, while trying to make it to their first world tour concert on time. Hot on their trail are evil henchmen named Maxwell, British secret agents and Swedish spies as well as billionaire businessman, Sir Atticus Moon who wants back his precious device code named: â€œThe Beetle,â€ an anti-gravitational device with enormous power.  Once they learn theyâ€™re carrying this precious cargo, the guys get pulled into a madcap mission throughout London, which threatens the onset of their world tour.  With the help of teen spy Penny Lane, the guys set out to save Pennyâ€™s father MI6 Agent Simon Lane and stop Sir Atticus Moonâ€™s plot to use â€œThe Beetleâ€ to gain world domination (Nickpress).",2012,G,65,tt2163203,6.1,1936.0
767,ts19165,The American Bible Challenge,SHOW,"The American Bible Challenge is a Biblical-themed game show series created by Game Show Network. The series is hosted by American stand-up comedian and television personality Jeff Foxworthy.

The program's second season premiered on March 21, 2013, with Grammy Award-winner Kirk Franklin joining Foxworthy as co-host and announcer.",2012,TV-G,43,tt2246424,6.4,125.0
769,ts58528,Inside West Coast Customs,SHOW,"Inside the world famous ""west coast customs"" Ryan Friedlinghaus presents some of the dopest transformations on some of the dopest vehicles, with some high end clientele, Ryan and the west coast customs team don't disappoint!",2011,TV-PG,47,tt8358972,7.4,42.0
772,tm37175,Jeff Dunham: Minding the Monsters,MOVIE,"Stand-up comedian and ventriloquist Jeff Dunham. Enter the ultimate hunted house where Walter transforms into something grumpier than he already is! Watch Bubba J. rise from the dead! Meet Peanut's alter ego, The Purple Venger of the Night, and his spicy sidekick! and witness Achmed litterally dressed to kill in an outfit terrify the most terrifying terrorist!",2012,PG-13,80,tt2461736,7.0,1401.0
774,tm178106,Chillar Party,MOVIE,"A gang of innocent but feisty kids who lead carefree lives in Chandan Nagar colony, take on the big bad world of politics when one of their friend's life is endangered.",2011,G,140,tt1841542,7.5,7686.0
776,tm74031,Kyaa Super Kool Hain Hum,MOVIE,An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.,2012,R,137,tt2027138,5.0,3885.0
778,ts27875,Masha's tales,SHOW,"Masha, it turns out, loves to tell stories! And she tells them, as would any child with creativity, a little in her own way - because children see the world, not as we, adults.",2012,TV-Y,5,tt3840498,6.4,89.0
779,ts6879,El Reemplazante,SHOW,A former high-ranking financial executive finds redemption and romance when he's paroled after a prison sentence and becomes a math teacher.,2012,TV-MA,45,tt2488050,8.5,755.0
780,tm59289,Rowdy Rathore,MOVIE,"A small-time thug comes across a young girl who claims him to be her father, following which he realizes he has a lookalike who's being hunted by goons.",2012,PG-13,143,tt2077833,5.9,22243.0
782,tm47171,OMG: Oh My God!,MOVIE,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,2012,G,125,tt2283748,8.1,57449.0
783,tm65765,6 Bullets,MOVIE,An ex-mercenary known for finding missing children is hired by a mixed martial arts fighter whose daughter has been kidnapped.,2012,R,115,tt1975249,6.0,14898.0
787,ts39112,Justin Time,SHOW,Looking for adventure? Then come along as Justin and his imaginary pals Olive and Squidgy star in the biggest stories of all time. Justinâ€™s imagination catapults him into larger-than-life adventures all around the world!,2011,TV-Y,15,tt1759210,6.0,16.0
790,tm180532,Shaitan,MOVIE,Five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident.,2011,PG-13,126,tt1836912,7.3,8414.0
791,tm35700,Paan Singh Tomar,MOVIE,Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.,2012,PG,135,tt1620933,8.199999999999998,35888.0
793,tm172883,Game,MOVIE,"Four strangers are invited by the reclusive Kabir Malhotra, to his private island of Samos, Greece. They don't know each other and they don't know him ... and by the next morning they will wish they had never come.",2011,PG,135,tt1772872,5.2,2316.0
794,tm164090,Lavell Crawford: Can a Brother Get Some Love?,MOVIE,"""Last Comic Standing"" runner-up Lavell Crawford lords over a hometown crowd at St. Louis's Orpheum Theatre, raking in the love -- and the laughs. Jokes cover the hilarity of presidential politics and the social scene in heaven.",2011,NC-17,90,tt2084872,6.9,230.0
796,tm59372,Arjun: The Warrior Prince,MOVIE,"Legend knows him as an archer of unwavering focus, the soldier who fought a battle in his own heart before taking up arms against his enemy. This is the untold story of Arjun, hero of the Mahabharata. A precocious talent plunged from boyhood and innocence into a murky world of deceit and betrayal, coming of age to become the most powerful warrior of his time. From the dusty plains of Hastinapur to the icy peaks of the Himalayas, Arjun: The Warrior Prince is the story of a man discovering what it takes to be a hero.",2012,G,96,tt3758104,6.7,14.0
800,tm39606,Tere Naal Love Ho Gaya,MOVIE,"In a quaint village of Haryana lives Miny, a free-spirited tomboy who instantly wins your heart with her bubbly personality. Her father, Bhatti, runs an auto-rickshaw business and is adamant to marry her off against her liking to Sunny. The male protagonist Viren, is a humble and ambitious rickshaw driver working for Miny's father. Bhatti, insecure about Viren's success, sells of all the rickshaws where Viren had carefully stashed his life savings. In an attempt to recover his money from Bhatti, Viren storms into Miny's engagement with fury. This gives Miny the perfect opportunity to escape her marriage and so she stages a kidnap. However, the kidnap goes all wrong and she and Viren land up in Viren's family mansion. Eventually, Miny's father arrives with the ransom that she had asked for and takes her back home. Back in Punjab, while she is being married off to Sunny...",2012,PG,126,tt2130242,5.8,4359.0
801,tm53395,FRED 3: Camp Fred,MOVIE,"Schools out, and Fred Figglehorn's dream of water slides, horseback riding and monkey butlers during the summer turns into a nightmare of gruel and poisonous berries when his mom signs him up to an unsanitary camp.",2012,PG,81,tt2395219,2.0,2625.0
802,tm66725,Kalakalappu,MOVIE,"A man struggles to save his family-owned restaurant as it is running in loses. He soon falls for a health inspector keen on shutting down the place. When his brother enters the scene, things get worse.",2012,G,149,tt2262126,6.9,1342.0
803,ts167724,Meet the Adebanjos,SHOW,"A sitcom about a British-Nigerian family living in Peckham, covering themes such as financial worries, Bayo Adebanjo's insistence on instilling African style discipline on his children, and Auntie Funke's struggles to find love.",2012,TV-PG,25,tt2344781,7.6,76.0
804,tm48579,Katt Williams: Kattpacalypse,MOVIE,"Katt Williams ushers in Kattpacalypse, exploding with more energy than an atomic bomb and riffing on everything from Doomsday to Obama. Katt Williams has been the best selling urban comic in the last 10 years and proved to have explosive sales across all platforms from DVD to tours.",2012,R,60,tt2370686,5.5,635.0
805,tm159593,No One Killed Jessica,MOVIE,The true story of model Jessica Lall who was shot dead in a restaurant and the campaign to bring her killer to justice.,2011,PG-13,136,tt1734110,7.2,11665.0
806,tm34746,Luv Shuv Tey Chicken Khurana,MOVIE,"On-the-run from the London mafia, Omi returns to his ancestral village â€“ a place heâ€™d flown from with his grandadâ€™s money and grander â€˜London Dreamsâ€™. Will Omi be able to hide his failures while chasing love, and the lost recipe of the infamous dish, â€˜Chicken Khuranaâ€™?",2012,PG,140,tt2186933,6.6,3905.0
807,tm167241,Ragini MMS,MOVIE,"Out to relax and have fun at a farmhouse, a couple experience horror at the hands of an unknown entity",2011,PG-13,93,tt1890513,5.1,2617.0
814,ts41114,The Oath,SHOW,"The Oath is a medical drama produced by Wawa Pictures. The drama follows a Chinese physician and a Western doctor on a complex medical case.

The series premiered in Singapore on 25 October 2011, on Mediacorp Channel 8. This drama is the first Wawa Pictures drama to be broadcast on Channel 8.

This drama will be encored from 16 May 2012 at 5.30pm. It will end on 12 June 2012.",2011,TV-14,44,tt7131686,7.9,9.0
816,tm33601,Tita Rahiba,MOVIE,"Raouf escapes of the control his grandmother Rawyah Hanim after she traveed to Germany and he movd with his grandfather Romman. After his grandfather's death, he decided to marry Manar, who he is attached to, but as his grandmother returned home and moved to live with him, life turned upside down dramatically as she tries to control his and his wife's lives.",2012,G,104,tt2350736,5.2,700.0
817,tm48239,Ek Main Aur Ekk Tu,MOVIE,"Rahul and Riana meet each other for the first time, get drunk, and awake the next morning to find that they have gotten legally married to each other.",2012,PG,110,tt1703958,5.8,6754.0
819,tm166810,Michael,MOVIE,"After accidentally shooting a 12-year-old boy, a dedicated cop is removed from his position. Forced to take work at a local cinema and beginning to lose his eyesight, he struggles to provide for his son.",2011,PG-13,97,tt1754202,5.3,167.0
820,tm172353,Bbuddah Hoga Terra Baap,MOVIE,"After a series of bomb blasts in Mumbai, ACP Karan Malhotra announces that he will bring in the culprits responsible within a very short period of time as well attempts to convince his college sweetheart, Tanya P. Nath, to marry him. He then sets about interrogating several suspects so much so that an underworld gangster, Kabir, is compelled to hire an assassin to do away with him. The potential killer, Viju, is an uptight older ex-convict as well as a former gangster, who now runs a pub in Paris, and is willing to kill Karan. As he sets about this gruesome task, he comes across an old flame, Kamini, as well as his estranged wife, Sita - and it is these encounters that may well be the turning point in this life that may convince him to leave the bombs and Bandooks behind and spend the rest of his life praying and watching the Bhakti Channel.",2011,PG-13,118,tt1869296,5.6,2884.0
821,tm169053,Shor in the City,MOVIE,Various residents and career-criminals face challenges in crime-laden Mumbai.,2011,PG,107,tt1916728,7.2,3708.0
822,tm166740,Chhota Bheem & Krishna in Mayanagari,MOVIE,"Bheem and his Friends are having a great time in Dwarka with their friend Kanha.Mayandri tries to attack Kanha with some leopards but fails as Kanha fights them off with ease.Bheem gets injured and his friend Krishna offers to heal up his injury and just before the Dholakpurians leave Krishna offers some gifts to them.Bheem gets a pendant,Chutki gets a stylish ring,Raju gets a catapult and Jaggu got a compass whereas Kalia got a powder for when he blows on anyone can hear what they are thinking and Dholu and Bholu got a box in which they could ask for anything they want in food.Bheem suddenly feels it was time for everyone to go back to Dholakpur and they board their ship and bid farewell to Krishna their beloved friend.",2011,G,66,tt16235600,9.0,5.0
823,tm34142,Department,MOVIE,A police inspector recruits a suspended cop for a specialized task force to battle organized crime.,2012,R,141,tt2186731,3.2,1049.0
825,tm38331,The Mistress,MOVIE,"A young woman is torn between the affections of her two lovers. One is a young bachelor who brings passion into her life. The other is a married man who has kept her as his mistress for years. Architect JD has a chip on his shoulder about his father Rico never really accepting him as his son. Seamstress Sari struggles to take care of her family. The two meet by chance, and JD aggressively pursues Saris affections. Though the two are clearly a good match, there is a problem standing in the way of their bliss: Sari is the mistress of JDs father. Against his better judgment, JD continues to court Sari even after finding out this difficult fact. He hides his true identity as Ricos son, and fights to win Saris heart.",2012,PG-13,125,tt2389344,6.3,359.0
826,ts32460,Inborn Pair,SHOW,"Betrothed while in utero, a resort group president enters into an arranged marriage with a legal assistant. Despite their bickering, love blooms.",2011,TV-14,43,tt6357282,7.1,108.0
827,tm44615,Ferrari Ki Sawaari,MOVIE,"A little boy thinks of nothing but cricket. His father, Rusy, thinks of nothing but his little boy. To fulfill his sons dream of playing at Lords cricket ground, the honest and upright Rusy takes a reckless step. He borrows a gleaming red Ferrari. Just for one hour. The only trouble-- he doesnt inform the cars legendary owner. A wild, breathless, bumpy ride begins. A naive Rusy must dodge bullets and bouncers for one unforgettable night, and play the role of a perfect father. Can he do it?  Ferrari Ki Sawaari is a fun-filled story of small guys and their big dreams and how these dreams turn into a mad comedy of errors.  Fasten your seatbelts. The joyride awaits",2012,G,140,tt2122340,6.4,5411.0
828,tm182026,Zokkomon,MOVIE,"An orphan is abused and abandoned, believed to be dead, and upon his return is first feared as a ghost, and then projected as a superhero.",2011,PG,109,tt1605790,3.9,407.0
829,ts32561,Office Girls,SHOW,"Office Girls, is a 2011 Taiwanese drama starring Roy Chiu, Alice Ko, James Wen, Tia/Keiko, and Patrick Lee. It started filming in July 2011.

It was first broadcast in Taiwan on free-to-air Taiwan Television every Sunday at 22:00 from 21 August 2011, and cable TV SET Metro every Saturday at 22:00 from 28 August 2011.",2011,TV-14,46,tt4381290,6.9,140.0
833,tm42306,Aiyyaa,MOVIE,"Meenakshi, a Marathi gal with an ultra-sensitive sense of smell, lives her life in her dreams, dancing and enacting her favourite actresses Sridevi, Madhuri and Juhi. Not believing in arranged marriages, Meenakshi awaits her prince when she comes across Tamil artist Surya, to whom she is strangely attracted to.",2012,G,146,tt2255934,4.3,1871.0
834,tm53360,Blood Money,MOVIE,"In South Africa, a young man living with his wife becomes embroiled in an illegal diamond business and with time finds his life changing.",2012,PG,110,tt2246595,5.1,1533.0
